"miRNAs","Gene"
"hsa-miR-221-3p","EGFR"
"hsa-miR-221-3p","PDX1"
"hsa-miR-221-3p","MMP14"
"hsa-miR-221-3p","SPRED2"
"hsa-miR-221-3p","CDK6"
"hsa-miR-221-3p","FOXO1"
"hsa-miR-221-3p","ITGA2"
"hsa-miR-221-3p","ITGA3"
"hsa-miR-221-3p","ITGAV"
"hsa-miR-221-3p","AXIN2"
"hsa-miR-221-5p","KIT"
"hsa-miR-221-5p","RET"
"hsa-miR-221-5p","PAM"
"hsa-miR-221-5p","GYPA"
"hsa-miR-221-5p","TFRC"
"hsa-miR-221-5p","CD36"
"hsa-miR-221-5p","DICER1"
"hsa-miR-221-5p","KDR"
"hsa-miR-221-5p","TEK"
"hsa-miR-221-5p","RNASEN"
"hsa-miR-221-5p","CDKN1B"
"hsa-miR-221-5p","CCND1"
"hsa-miR-221-5p","CCNG1"
"hsa-miR-221-5p","SSSCA1"
"hsa-miR-221-5p","MYC"
"hsa-miR-221-5p","MYCN"
"hsa-miR-221-5p","JAK2"
"hsa-miR-221-5p","LATS2"
"hsa-miR-221-5p","GJA1"
"hsa-miR-221-5p","SF4"
"hsa-miR-221-5p","TNF"
"hsa-miR-221-5p","TNFSF10"
"hsa-miR-221-5p","BCL2"
"hsa-miR-221-5p","TP53"
"hsa-miR-221-5p","CDKN1C"
"hsa-miR-221-5p","CORO1A"
"hsa-miR-221-5p","DCTN6"
"hsa-miR-221-5p","PSMD9"
"hsa-miR-221-5p","ZBTB16"
"hsa-miR-221-5p","STMN1"
"hsa-miR-221-5p","CXCR4"
"hsa-miR-221-5p","PROM1"
"hsa-miR-221-5p","MAS1"
"hsa-miR-221-5p","EPHB2"
"hsa-miR-221-5p","GRM7"
"hsa-miR-221-5p","PTEN"
"hsa-miR-221-5p","ERBB2"
"hsa-miR-221-5p","BIRC5"
"hsa-miR-221-5p","CASP3"
"hsa-miR-221-5p","ESR1"
"hsa-miR-221-5p","HOXB5"
"hsa-miR-221-5p","PDGFD"
"hsa-miR-221-5p","FABP4"
"hsa-miR-221-5p","MDH2"
"hsa-miR-221-5p","OPRM1"
"hsa-miR-221-5p","CDK2"
"hsa-miR-221-5p","CDKN1A"
"hsa-miR-221-5p","CIB1"
"hsa-miR-221-5p","TAF9"
"hsa-miR-221-5p","PSAT1"
"hsa-miR-221-5p","AKT3"
"hsa-miR-221-5p","AKT1"
"hsa-miR-221-5p","SDC1"
"hsa-miR-221-5p","BCL2L11"
"hsa-miR-221-5p","NGF"
"hsa-miR-221-5p","MAPK3"
"hsa-miR-221-5p","CSK"
"hsa-miR-221-5p","EPOR"
"hsa-miR-221-5p","FES"
"hsa-miR-221-5p","FLT3"
"hsa-miR-221-5p","JAK1"
"hsa-miR-221-5p","JAK3"
"hsa-miR-221-5p","STYK1"
"hsa-miR-221-5p","BMX"
"hsa-miR-221-5p","SYK"
"hsa-miR-221-5p","BTK"
"hsa-miR-221-5p","TTF1"
"hsa-miR-221-5p","TYK2"
"hsa-miR-221-5p","COX8A"
"hsa-miR-221-5p","MYB"
"hsa-miR-221-5p","BMF"
"hsa-miR-221-5p","RECK"
"hsa-miR-221-5p","MLL"
"hsa-miR-221-5p","AFF1"
"hsa-miR-221-5p","PDGFRA"
"hsa-miR-221-5p","SRC"
"hsa-miR-221-5p","TIMP3"
"hsa-miR-221-5p","EZH2"
"hsa-miR-221-5p","AMACR"
"hsa-miR-221-5p","HMG2L1"
"hsa-miR-221-5p","ARIH2"
"hsa-miR-221-5p","FRAP1"
"hsa-miR-221-5p","BBC3"
"hsa-miR-221-5p","DKK2"
"hsa-miR-221-5p","TBK1"
"hsa-miR-221-5p","MYBL1"
"hsa-miR-221-5p","DDIT4"
"hsa-miR-221-5p","CREBZF"
"hsa-miR-221-5p","BNIP3L"
"hsa-miR-221-5p","BRAP"
"hsa-miR-221-5p","BAX"
"hsa-miR-221-5p","KRAS"
"hsa-miR-221-5p","ICAM1"
"hsa-miR-221-5p","IFNG"
"hsa-miR-221-5p","HNF4A"
"hsa-miR-221-5p","BRCA1"
"hsa-miR-221-5p","ATR"
"hsa-miR-221-5p","MAP2K1"
"hsa-miR-221-5p","ARSF"
"hsa-miR-221-5p","SFRS1"
"hsa-miR-221-5p","FOXO3"
"hsa-miR-221-5p","PDCD4"
"hsa-miR-221-5p","INPPL1"
"hsa-miR-221-5p","NFIB"
"hsa-miR-221-5p","RTN4"
"hsa-miR-221-5p","TPM1"
"hsa-miR-221-5p","CEBPZ"
"hsa-miR-221-5p","NPM1"
"hsa-miR-221-5p","SOAT1"
"hsa-miR-221-5p","STAT1"
"hsa-miR-221-5p","STAT2"
"hsa-miR-221-5p","SH3BP4"
"hsa-miR-221-5p","HNRPD"
"hsa-miR-221-5p","NFKBIA"
"hsa-miR-221-5p","TIAL1"
"hsa-miR-221-5p","TLR4"
"hsa-miR-221-5p","STAT5A"
"hsa-miR-221-5p","TRIM31"
"hsa-miR-221-5p","SKP2"
"hsa-miR-221-5p","H2AFX"
"hsa-miR-221-5p","PI3"
"hsa-miR-221-5p","PIK3CA"
"hsa-miR-221-5p","MEOX2"
"hsa-miR-221-5p","ZEB2"
"hsa-miR-221-5p","IFNA1"
"hsa-miR-221-5p","PNPT1"
"hsa-miR-221-5p","MDM2"
"hsa-miR-221-5p","MAPK8"
"hsa-miR-221-5p","SNAI2"
"hsa-miR-221-5p","IL1B"
"hsa-miR-221-5p","IRAK1"
"hsa-miR-221-5p","MECP2"
"hsa-miR-221-5p","PUM1"
"hsa-miR-221-5p","PDC"
"hsa-miR-221-5p","CD4"
"hsa-miR-221-5p","HIST1H2AE"
"hsa-miR-221-5p","HIST1H2BB"
"hsa-miR-221-5p","HSF1"
"hsa-miR-221-5p","CXCL12"
"hsa-miR-221-5p","WT1"
"hsa-miR-221-5p","RUNX1"
"hsa-miR-221-5p","ADM"
"hsa-miR-221-5p","THRB"
"hsa-miR-221-5p","ODZ1"
"hsa-miR-221-5p","DNMT1"
"hsa-miR-221-5p","AGTR1"
"hsa-miR-221-5p","ETS1"
"hsa-miR-221-5p","ANG"
"hsa-miR-221-5p","CCL2"
"hsa-miR-221-5p","VCAM1"
"hsa-miR-221-5p","CSF1R"
"hsa-miR-221-5p","RNF123"
"hsa-miR-221-5p","SOCS1"
"hsa-miR-221-5p","ERG"
"hsa-miR-221-5p","TMPRSS2"
"hsa-miR-221-5p","FASN"
"hsa-miR-221-5p","FAS"
"hsa-miR-221-5p","CAP1"
"hsa-miR-221-5p","ENO2"
"hsa-miR-221-5p","PDZD2"
"hsa-miR-221-5p","MET"
"hsa-miR-221-5p","BRAF"
"hsa-miR-221-5p","PPARG"
"hsa-miR-221-5p","ADAM10"
"hsa-miR-221-5p","EGF"
"hsa-miR-221-5p","ADAM17"
"hsa-miR-221-5p","CDKN2A"
"hsa-miR-221-5p","NOS3"
"hsa-miR-221-5p","EGFR"
"hsa-miR-221-5p","PDX1"
"hsa-miR-221-5p","MMP14"
"hsa-miR-221-5p","SPRED2"
"hsa-miR-221-5p","CDK6"
"hsa-miR-221-5p","FOXO1"
"hsa-miR-221-5p","ITGA2"
"hsa-miR-221-5p","ITGA3"
"hsa-miR-221-5p","ITGAV"
"hsa-miR-221-5p","AXIN2"
"hsa-miR-222-3p","ME1"
"hsa-miR-222-3p","RRBP1"
"hsa-miR-222-3p","KIT"
"hsa-miR-222-3p","PAM"
"hsa-miR-222-3p","DICER1"
"hsa-miR-222-3p","RNASEN"
"hsa-miR-222-3p","CDKN1B"
"hsa-miR-222-3p","SSSCA1"
"hsa-miR-222-3p","JAK2"
"hsa-miR-222-3p","TNF"
"hsa-miR-222-3p","TNFSF10"
"hsa-miR-222-3p","CDKN1C"
"hsa-miR-222-3p","CORO1A"
"hsa-miR-222-3p","DCTN6"
"hsa-miR-222-3p","PSMD9"
"hsa-miR-222-3p","ZBTB16"
"hsa-miR-222-3p","HNF1A"
"hsa-miR-222-3p","STMN1"
"hsa-miR-222-3p","MAS1"
"hsa-miR-222-3p","ERBB2"
"hsa-miR-222-3p","ESR1"
"hsa-miR-222-3p","FGFR3"
"hsa-miR-222-3p","CDK2"
"hsa-miR-222-3p","CDKN1A"
"hsa-miR-222-3p","CIB1"
"hsa-miR-222-3p","TAF9"
"hsa-miR-222-3p","DPT"
"hsa-miR-222-3p","SKP2"
"hsa-miR-222-3p","PSAT1"
"hsa-miR-222-3p","AKT3"
"hsa-miR-222-3p","AKT1"
"hsa-miR-222-3p","SDC1"
"hsa-miR-222-3p","BCL2L11"
"hsa-miR-222-3p","EPHB2"
"hsa-miR-222-3p","NGF"
"hsa-miR-222-3p","MAPK3"
"hsa-miR-222-3p","CSK"
"hsa-miR-222-3p","EPOR"
"hsa-miR-222-3p","FES"
"hsa-miR-222-3p","FLT3"
"hsa-miR-222-3p","JAK1"
"hsa-miR-222-3p","JAK3"
"hsa-miR-222-3p","STYK1"
"hsa-miR-222-3p","BMX"
"hsa-miR-222-3p","SYK"
"hsa-miR-222-3p","BTK"
"hsa-miR-222-3p","TTF1"
"hsa-miR-222-3p","TYK2"
"hsa-miR-222-3p","MMP1"
"hsa-miR-222-3p","SOD2"
"hsa-miR-222-3p","ICAM1"
"hsa-miR-222-3p","COX8A"
"hsa-miR-222-3p","MYB"
"hsa-miR-222-3p","PTEN"
"hsa-miR-222-3p","SAA4"
"hsa-miR-222-3p","PDGFRA"
"hsa-miR-222-3p","SRC"
"hsa-miR-222-3p","CDC73"
"hsa-miR-222-3p","CHEK1"
"hsa-miR-222-3p","ETS1"
"hsa-miR-222-3p","ATF6"
"hsa-miR-222-3p","EIF2C1"
"hsa-miR-222-3p","PAK3"
"hsa-miR-222-3p","ANLN"
"hsa-miR-222-3p","POU2F2"
"hsa-miR-222-3p","BCL6"
"hsa-miR-222-3p","WEE1"
"hsa-miR-222-3p","CDC14A"
"hsa-miR-222-3p","CCNE1"
"hsa-miR-222-3p","CCNF"
"hsa-miR-222-3p","CCNE2"
"hsa-miR-222-3p","KIF23"
"hsa-miR-222-3p","CDC25A"
"hsa-miR-222-3p","TIMP3"
"hsa-miR-222-3p","HMG2L1"
"hsa-miR-222-3p","ARIH2"
"hsa-miR-222-3p","FRAP1"
"hsa-miR-222-3p","BBC3"
"hsa-miR-222-3p","DKK2"
"hsa-miR-222-3p","TBK1"
"hsa-miR-222-3p","MYBL1"
"hsa-miR-222-3p","DDIT4"
"hsa-miR-222-3p","CREBZF"
"hsa-miR-222-3p","BNIP3L"
"hsa-miR-222-3p","BRAP"
"hsa-miR-222-3p","BAX"
"hsa-miR-222-3p","BCL2"
"hsa-miR-222-3p","TP53"
"hsa-miR-222-3p","TMEM11"
"hsa-miR-222-3p","KRAS"
"hsa-miR-222-3p","ABCC1"
"hsa-miR-222-3p","PPP2R2A"
"hsa-miR-222-3p","BRCA1"
"hsa-miR-222-3p","ATR"
"hsa-miR-222-3p","MAP2K1"
"hsa-miR-222-3p","CDH17"
"hsa-miR-222-3p","HIF1A"
"hsa-miR-222-3p","HPRT1"
"hsa-miR-222-3p","KLK3"
"hsa-miR-222-3p","PPIA"
"hsa-miR-222-3p","RIT2"
"hsa-miR-222-3p","TBP"
"hsa-miR-222-3p","ARSF"
"hsa-miR-222-3p","SFRS1"
"hsa-miR-222-3p","FOXO3"
"hsa-miR-222-3p","PDCD4"
"hsa-miR-222-3p","INPPL1"
"hsa-miR-222-3p","NFIB"
"hsa-miR-222-3p","RTN4"
"hsa-miR-222-3p","TPM1"
"hsa-miR-222-3p","RECK"
"hsa-miR-222-3p","SOAT1"
"hsa-miR-222-3p","STAT1"
"hsa-miR-222-3p","STAT2"
"hsa-miR-222-3p","STAT5A"
"hsa-miR-222-3p","TRIM31"
"hsa-miR-222-3p","SLAIN1"
"hsa-miR-222-3p","REST"
"hsa-miR-222-3p","FOXP2"
"hsa-miR-222-3p","EIF2C2"
"hsa-miR-222-3p","MYC"
"hsa-miR-222-3p","PAK1"
"hsa-miR-222-3p","ZEB1"
"hsa-miR-222-3p","CDC42"
"hsa-miR-222-3p","BIN3"
"hsa-miR-222-3p","SF4"
"hsa-miR-222-3p","PUM1"
"hsa-miR-222-3p","PDC"
"hsa-miR-222-3p","CD4"
"hsa-miR-222-3p","HIST1H2AE"
"hsa-miR-222-3p","HIST1H2BB"
"hsa-miR-222-3p","HSF1"
"hsa-miR-222-3p","ACE"
"hsa-miR-222-3p","EIF2C3"
"hsa-miR-222-3p","FBXW7"
"hsa-miR-222-3p","EGFL7"
"hsa-miR-222-3p","SOX9"
"hsa-miR-222-3p","AGTR1"
"hsa-miR-222-3p","ANG"
"hsa-miR-222-3p","CCL2"
"hsa-miR-222-3p","VCAM1"
"hsa-miR-222-3p","MET"
"hsa-miR-222-3p","RET"
"hsa-miR-222-3p","BRAF"
"hsa-miR-222-3p","HMGA1"
"hsa-miR-222-3p","IGF1"
"hsa-miR-222-3p","CDK4"
"hsa-miR-222-3p","CUGBP1"
"hsa-miR-222-3p","PPARG"
"hsa-miR-222-3p","EGR2"
"hsa-miR-222-3p","REL"
"hsa-miR-222-3p","ADAM10"
"hsa-miR-222-3p","EGF"
"hsa-miR-222-3p","ADAM17"
"hsa-miR-222-3p","CDKN2A"
"hsa-miR-222-3p","NOS3"
"hsa-miR-222-3p","ATP6V0A1"
"hsa-miR-222-3p","ERBB3"
"hsa-miR-222-3p","ERBB4"
"hsa-miR-222-3p","ITGAL"
"hsa-miR-222-3p","ITGAM"
"hsa-miR-222-3p","GPI"
"hsa-miR-222-3p","HSD11B1"
"hsa-miR-222-3p","APOE"
"hsa-miR-222-3p","PTGS2"
"hsa-miR-222-5p","ME1"
"hsa-miR-222-5p","RRBP1"
"hsa-miR-222-5p","KIT"
"hsa-miR-222-5p","PAM"
"hsa-miR-222-5p","DICER1"
"hsa-miR-222-5p","RNASEN"
"hsa-miR-222-5p","CDKN1B"
"hsa-miR-222-5p","SSSCA1"
"hsa-miR-222-5p","JAK2"
"hsa-miR-222-5p","TNF"
"hsa-miR-222-5p","TNFSF10"
"hsa-miR-222-5p","CDKN1C"
"hsa-miR-222-5p","CORO1A"
"hsa-miR-222-5p","DCTN6"
"hsa-miR-222-5p","PSMD9"
"hsa-miR-222-5p","ZBTB16"
"hsa-miR-222-5p","HNF1A"
"hsa-miR-222-5p","STMN1"
"hsa-miR-222-5p","MAS1"
"hsa-miR-222-5p","ERBB2"
"hsa-miR-222-5p","ESR1"
"hsa-miR-222-5p","FGFR3"
"hsa-miR-222-5p","CDK2"
"hsa-miR-222-5p","CDKN1A"
"hsa-miR-222-5p","CIB1"
"hsa-miR-222-5p","TAF9"
"hsa-miR-222-5p","DPT"
"hsa-miR-222-5p","SKP2"
"hsa-miR-222-5p","PSAT1"
"hsa-miR-222-5p","AKT3"
"hsa-miR-222-5p","AKT1"
"hsa-miR-222-5p","SDC1"
"hsa-miR-222-5p","BCL2L11"
"hsa-miR-222-5p","EPHB2"
"hsa-miR-222-5p","NGF"
"hsa-miR-222-5p","MAPK3"
"hsa-miR-222-5p","CSK"
"hsa-miR-222-5p","EPOR"
"hsa-miR-222-5p","FES"
"hsa-miR-222-5p","FLT3"
"hsa-miR-222-5p","JAK1"
"hsa-miR-222-5p","JAK3"
"hsa-miR-222-5p","STYK1"
"hsa-miR-222-5p","BMX"
"hsa-miR-222-5p","SYK"
"hsa-miR-222-5p","BTK"
"hsa-miR-222-5p","TTF1"
"hsa-miR-222-5p","TYK2"
"hsa-miR-222-5p","MMP1"
"hsa-miR-222-5p","SOD2"
"hsa-miR-222-5p","ICAM1"
"hsa-miR-222-5p","COX8A"
"hsa-miR-222-5p","MYB"
"hsa-miR-222-5p","PTEN"
"hsa-miR-222-5p","SAA4"
"hsa-miR-222-5p","PDGFRA"
"hsa-miR-222-5p","SRC"
"hsa-miR-222-5p","CDC73"
"hsa-miR-222-5p","CHEK1"
"hsa-miR-222-5p","ETS1"
"hsa-miR-222-5p","ATF6"
"hsa-miR-222-5p","EIF2C1"
"hsa-miR-222-5p","PAK3"
"hsa-miR-222-5p","ANLN"
"hsa-miR-222-5p","POU2F2"
"hsa-miR-222-5p","BCL6"
"hsa-miR-222-5p","WEE1"
"hsa-miR-222-5p","CDC14A"
"hsa-miR-222-5p","CCNE1"
"hsa-miR-222-5p","CCNF"
"hsa-miR-222-5p","CCNE2"
"hsa-miR-222-5p","KIF23"
"hsa-miR-222-5p","CDC25A"
"hsa-miR-222-5p","TIMP3"
"hsa-miR-222-5p","HMG2L1"
"hsa-miR-222-5p","ARIH2"
"hsa-miR-222-5p","FRAP1"
"hsa-miR-222-5p","BBC3"
"hsa-miR-222-5p","DKK2"
"hsa-miR-222-5p","TBK1"
"hsa-miR-222-5p","MYBL1"
"hsa-miR-222-5p","DDIT4"
"hsa-miR-222-5p","CREBZF"
"hsa-miR-222-5p","BNIP3L"
"hsa-miR-222-5p","BRAP"
"hsa-miR-222-5p","BAX"
"hsa-miR-222-5p","BCL2"
"hsa-miR-222-5p","TP53"
"hsa-miR-222-5p","TMEM11"
"hsa-miR-222-5p","KRAS"
"hsa-miR-222-5p","ABCC1"
"hsa-miR-222-5p","PPP2R2A"
"hsa-miR-222-5p","BRCA1"
"hsa-miR-222-5p","ATR"
"hsa-miR-222-5p","MAP2K1"
"hsa-miR-222-5p","CDH17"
"hsa-miR-222-5p","HIF1A"
"hsa-miR-222-5p","HPRT1"
"hsa-miR-222-5p","KLK3"
"hsa-miR-222-5p","PPIA"
"hsa-miR-222-5p","RIT2"
"hsa-miR-222-5p","TBP"
"hsa-miR-222-5p","ARSF"
"hsa-miR-222-5p","SFRS1"
"hsa-miR-222-5p","FOXO3"
"hsa-miR-222-5p","PDCD4"
"hsa-miR-222-5p","INPPL1"
"hsa-miR-222-5p","NFIB"
"hsa-miR-222-5p","RTN4"
"hsa-miR-222-5p","TPM1"
"hsa-miR-222-5p","RECK"
"hsa-miR-222-5p","SOAT1"
"hsa-miR-222-5p","STAT1"
"hsa-miR-222-5p","STAT2"
"hsa-miR-222-5p","STAT5A"
"hsa-miR-222-5p","TRIM31"
"hsa-miR-222-5p","SLAIN1"
"hsa-miR-222-5p","REST"
"hsa-miR-222-5p","FOXP2"
"hsa-miR-222-5p","EIF2C2"
"hsa-miR-222-5p","MYC"
"hsa-miR-222-5p","PAK1"
"hsa-miR-222-5p","ZEB1"
"hsa-miR-222-5p","CDC42"
"hsa-miR-222-5p","BIN3"
"hsa-miR-222-5p","SF4"
"hsa-miR-222-5p","PUM1"
"hsa-miR-222-5p","PDC"
"hsa-miR-222-5p","CD4"
"hsa-miR-222-5p","HIST1H2AE"
"hsa-miR-222-5p","HIST1H2BB"
"hsa-miR-222-5p","HSF1"
"hsa-miR-222-5p","ACE"
"hsa-miR-222-5p","EIF2C3"
"hsa-miR-222-5p","FBXW7"
"hsa-miR-222-5p","EGFL7"
"hsa-miR-222-5p","SOX9"
"hsa-miR-222-5p","AGTR1"
"hsa-miR-222-5p","ANG"
"hsa-miR-222-5p","CCL2"
"hsa-miR-222-5p","VCAM1"
"hsa-miR-222-5p","MET"
"hsa-miR-222-5p","RET"
"hsa-miR-222-5p","BRAF"
"hsa-miR-222-5p","HMGA1"
"hsa-miR-222-5p","IGF1"
"hsa-miR-222-5p","CDK4"
"hsa-miR-222-5p","CUGBP1"
"hsa-miR-222-5p","PPARG"
"hsa-miR-222-5p","EGR2"
"hsa-miR-222-5p","REL"
"hsa-miR-222-5p","ADAM10"
"hsa-miR-222-5p","EGF"
"hsa-miR-222-5p","ADAM17"
"hsa-miR-222-5p","CDKN2A"
"hsa-miR-222-5p","NOS3"
"hsa-miR-222-5p","ATP6V0A1"
"hsa-miR-222-5p","ERBB3"
"hsa-miR-222-5p","ERBB4"
"hsa-miR-222-5p","ITGAL"
"hsa-miR-222-5p","ITGAM"
"hsa-miR-222-5p","GPI"
"hsa-miR-222-5p","HSD11B1"
"hsa-miR-222-5p","APOE"
"hsa-miR-222-5p","PTGS2"
"hsa-miR-23a-3p","DDX20"
"hsa-miR-23a-3p","GEMIN5"
"hsa-miR-23a-3p","EIF2C2"
"hsa-miR-23a-3p","GEMIN4"
"hsa-miR-23a-3p","SIP1"
"hsa-miR-23a-3p","HES1"
"hsa-miR-23a-3p","CSF1"
"hsa-miR-23a-3p","EZH2"
"hsa-miR-23a-3p","G6PD"
"hsa-miR-23a-3p","DLL1"
"hsa-miR-23a-3p","HOXA5"
"hsa-miR-23a-3p","MECP2"
"hsa-miR-23a-3p","POU4F2"
"hsa-miR-23a-3p","PTEN"
"hsa-miR-23a-3p","BDNF"
"hsa-miR-23a-3p","CXCL12"
"hsa-miR-23a-3p","VAMP2"
"hsa-miR-23a-3p","UBL4A"
"hsa-miR-23a-3p","LITAF"
"hsa-miR-23a-3p","MAPK14"
"hsa-miR-23a-3p","RPIA"
"hsa-miR-23a-3p","FBXW11"
"hsa-miR-23a-3p","TMEM184B"
"hsa-miR-23a-3p","GPD1"
"hsa-miR-23a-3p","TMOD3"
"hsa-miR-23a-3p","LAMC2"
"hsa-miR-23a-3p","TPPP3"
"hsa-miR-23a-3p","STK3"
"hsa-miR-23a-3p","KLF5"
"hsa-miR-23a-3p","ACTG1"
"hsa-miR-23a-3p","VEGFA"
"hsa-miR-23a-3p","PARP8"
"hsa-miR-23a-3p","C6orf134"
"hsa-miR-23a-3p","SMC1A"
"hsa-miR-23a-3p","STK24"
"hsa-miR-23a-3p","CCNT2"
"hsa-miR-23a-3p","KIAA0152"
"hsa-miR-23a-3p","DMTF1"
"hsa-miR-23a-3p","PTPN12"
"hsa-miR-23a-3p","CDKN2D"
"hsa-miR-23a-3p","SYNE1"
"hsa-miR-23a-3p","SMAD2"
"hsa-miR-23a-3p","SMAD3"
"hsa-miR-23a-3p","SMAD4"
"hsa-miR-23a-3p","LMNB1"
"hsa-miR-23a-3p","ALAS1"
"hsa-miR-23a-3p","DICER1"
"hsa-miR-23a-3p","RNASEN"
"hsa-miR-23a-3p","PDK4"
"hsa-miR-23a-3p","DGCR8"
"hsa-miR-23a-3p","FASN"
"hsa-miR-23a-3p","FADD"
"hsa-miR-23a-3p","AIFM1"
"hsa-miR-23a-3p","NFATC3"
"hsa-miR-23a-3p","RING1"
"hsa-miR-23a-3p","E2F1"
"hsa-miR-23a-3p","MYC"
"hsa-miR-23a-3p","COX8A"
"hsa-miR-23a-3p","FLI1"
"hsa-miR-23a-3p","PDGFB"
"hsa-miR-23a-3p","TOP2B"
"hsa-miR-23a-3p","CUGBP1"
"hsa-miR-23a-3p","CUGBP2"
"hsa-miR-23a-3p","PLK2"
"hsa-miR-23a-3p","ID3"
"hsa-miR-23a-3p","SPI1"
"hsa-miR-23a-3p","CCND1"
"hsa-miR-23a-3p","LRPAP1"
"hsa-miR-23a-3p","CDKN1A"
"hsa-miR-23a-3p","CDKN2A"
"hsa-miR-23a-3p","CIB1"
"hsa-miR-23a-3p","SSSCA1"
"hsa-miR-23a-3p","TAF9"
"hsa-miR-23a-3p","HMGA2"
"hsa-miR-23a-3p","HDAC9"
"hsa-miR-23a-3p","IL6R"
"hsa-miR-23a-3p","PAM"
"hsa-miR-23a-3p","AKT1"
"hsa-miR-23a-3p","EIF2C1"
"hsa-miR-23a-3p","PAK1"
"hsa-miR-23a-3p","ZEB1"
"hsa-miR-23a-3p","CDC42"
"hsa-miR-23a-3p","CEBPA"
"hsa-miR-23a-3p","CEBPB"
"hsa-miR-23a-3p","DDIT3"
"hsa-miR-23a-3p","HMOX1"
"hsa-miR-23a-3p","ROS1"
"hsa-miR-23a-3p","RPE"
"hsa-miR-23a-3p","HIST1H2AE"
"hsa-miR-23a-3p","HIST1H2BB"
"hsa-miR-23a-3p","HSF1"
"hsa-miR-23a-3p","IL2RA"
"hsa-miR-23a-3p","FOXP3"
"hsa-miR-23a-3p","SELL"
"hsa-miR-23a-3p","CD4"
"hsa-miR-23a-3p","CD69"
"hsa-miR-23a-3p","AKT1S1"
"hsa-miR-23a-3p","PDXP"
"hsa-miR-23a-3p","FANCG"
"hsa-miR-23a-3p","C15orf55"
"hsa-miR-23a-3p","FBXO32"
"hsa-miR-23a-3p","TRIM63"
"hsa-miR-23a-3p","EWSR1"
"hsa-miR-23a-3p","BCL2"
"hsa-miR-23a-3p","TNF"
"hsa-miR-23a-3p","FOXO3"
"hsa-miR-23a-3p","KRAS"
"hsa-miR-23a-3p","RELA"
"hsa-miR-23a-3p","DIAPH2"
"hsa-miR-23a-3p","XIAP"
"hsa-miR-23a-3p","PPARGC1A"
"hsa-miR-23a-3p","AKT2"
"hsa-miR-23a-3p","FOXP1"
"hsa-miR-23a-3p","NPAT"
"hsa-miR-23a-3p","ELSPBP1"
"hsa-miR-23a-3p","TBX5"
"hsa-miR-23a-3p","SLC7A5"
"hsa-miR-23a-3p","HAND1"
"hsa-miR-23a-3p","STK4"
"hsa-miR-23a-5p","DDX20"
"hsa-miR-23a-5p","GEMIN5"
"hsa-miR-23a-5p","EIF2C2"
"hsa-miR-23a-5p","GEMIN4"
"hsa-miR-23a-5p","SIP1"
"hsa-miR-23a-5p","HES1"
"hsa-miR-23a-5p","CSF1"
"hsa-miR-23a-5p","EZH2"
"hsa-miR-23a-5p","G6PD"
"hsa-miR-23a-5p","DLL1"
"hsa-miR-23a-5p","HOXA5"
"hsa-miR-23a-5p","MECP2"
"hsa-miR-23a-5p","POU4F2"
"hsa-miR-23a-5p","PTEN"
"hsa-miR-23a-5p","BDNF"
"hsa-miR-23a-5p","CXCL12"
"hsa-miR-23a-5p","VAMP2"
"hsa-miR-23a-5p","UBL4A"
"hsa-miR-23a-5p","LITAF"
"hsa-miR-23a-5p","MAPK14"
"hsa-miR-23a-5p","RPIA"
"hsa-miR-23a-5p","FBXW11"
"hsa-miR-23a-5p","TMEM184B"
"hsa-miR-23a-5p","GPD1"
"hsa-miR-23a-5p","TMOD3"
"hsa-miR-23a-5p","LAMC2"
"hsa-miR-23a-5p","TPPP3"
"hsa-miR-23a-5p","STK3"
"hsa-miR-23a-5p","KLF5"
"hsa-miR-23a-5p","ACTG1"
"hsa-miR-23a-5p","VEGFA"
"hsa-miR-23a-5p","PARP8"
"hsa-miR-23a-5p","C6orf134"
"hsa-miR-23a-5p","SMC1A"
"hsa-miR-23a-5p","STK24"
"hsa-miR-23a-5p","CCNT2"
"hsa-miR-23a-5p","KIAA0152"
"hsa-miR-23a-5p","DMTF1"
"hsa-miR-23a-5p","PTPN12"
"hsa-miR-23a-5p","CDKN2D"
"hsa-miR-23a-5p","SYNE1"
"hsa-miR-23a-5p","SMAD2"
"hsa-miR-23a-5p","SMAD3"
"hsa-miR-23a-5p","SMAD4"
"hsa-miR-23a-5p","LMNB1"
"hsa-miR-23a-5p","ALAS1"
"hsa-miR-23a-5p","DICER1"
"hsa-miR-23a-5p","RNASEN"
"hsa-miR-23a-5p","PDK4"
"hsa-miR-23a-5p","DGCR8"
"hsa-miR-23a-5p","FASN"
"hsa-miR-23a-5p","FADD"
"hsa-miR-23a-5p","AIFM1"
"hsa-miR-23a-5p","NFATC3"
"hsa-miR-23a-5p","RING1"
"hsa-miR-23a-5p","E2F1"
"hsa-miR-23a-5p","MYC"
"hsa-miR-23a-5p","COX8A"
"hsa-miR-23a-5p","FLI1"
"hsa-miR-23a-5p","PDGFB"
"hsa-miR-23a-5p","TOP2B"
"hsa-miR-23a-5p","CUGBP1"
"hsa-miR-23a-5p","CUGBP2"
"hsa-miR-23a-5p","PLK2"
"hsa-miR-23a-5p","ID3"
"hsa-miR-23a-5p","SPI1"
"hsa-miR-23a-5p","CCND1"
"hsa-miR-23a-5p","LRPAP1"
"hsa-miR-23a-5p","CDKN1A"
"hsa-miR-23a-5p","CDKN2A"
"hsa-miR-23a-5p","CIB1"
"hsa-miR-23a-5p","SSSCA1"
