miRNAs,Gene
hsa-miR-200c*,KLK3
hsa-miR-200c*,PPIA
hsa-miR-200c*,RIT2
hsa-miR-200c*,TBP
hsa-miR-200c*,NPC1
hsa-miR-200c*,ERBB4
hsa-miR-200c*,KCNMA1
hsa-miR-200c*,LOX
hsa-miR-200c*,SEMA6A
hsa-miR-200c*,PTPN13
hsa-miR-200c*,SLC12A1
hsa-miR-200c*,TCF21
hsa-miR-200c*,VEGFA
hsa-miR-200c*,SLC7A5
hsa-miR-200c*,CKAP4
hsa-miR-200c*,DGCR8
hsa-miR-200c*,RBBP6
hsa-miR-200c*,TP73
hsa-miR-200c*,CDKN1B
hsa-miR-200c*,SSSCA1
hsa-miR-200c*,EGF
hsa-miR-200c*,PLCG1
hsa-miR-200c*,CDC25C
hsa-miR-200c*,PDPN
hsa-miR-200c*,NQO1
hsa-miR-200c*,CXCL3
hsa-miR-200c*,RAD23B
hsa-miR-200c*,FAS
hsa-miR-200c*,CDKN1A
hsa-miR-200c*,AKT1
hsa-miR-200c*,DICER1
hsa-miR-200c*,EIF2C1
hsa-miR-200c*,EIF2C2
hsa-miR-200c*,PAK1
hsa-miR-200c*,CDC42
hsa-miR-200c*,MARCKS
hsa-miR-200c*,GATA3
hsa-miR-200c*,MAF
hsa-miR-200c*,TCF7L2
hsa-miR-200c*,SLC22A3
hsa-miR-200c*,PROM1
hsa-miR-200c*,TIMM8A
hsa-miR-200c*,BAX
hsa-miR-200c*,BCL2
hsa-miR-200c*,ALDH1A1
hsa-miR-200c*,CD44
hsa-miR-200c*,ARS2
hsa-miR-200c*,PPP2R1B
hsa-miR-200c*,COX8A
hsa-miR-200c*,GPI
hsa-miR-200c*,COL1A2
hsa-miR-200c*,COL4A1
hsa-miR-200c*,TFE3
hsa-miR-200c*,USF1
hsa-miR-200c*,ERBB2
hsa-miR-200c*,NRG1
hsa-miR-200c*,PDXP
hsa-miR-200c*,DNAJB7
hsa-miR-200c*,HGF
hsa-miR-200c*,ST14
hsa-miR-200c*,CDH5
hsa-miR-200c*,MCAM
hsa-miR-200c*,PECAM1
hsa-miR-200c*,BRD7
hsa-miR-200c*,MYL9
hsa-miR-200c*,FHOD1
hsa-miR-200c*,MKL1
hsa-miR-200c*,SRF
hsa-miR-200c*,PPM1F
hsa-miR-200c*,BBS9
hsa-miR-200c*,ODZ1
hsa-miR-200c*,KRAS
hsa-miR-200c*,FBLN5
hsa-miR-200c*,TIMP2
hsa-miR-200c*,TBX1
hsa-miR-200c*,RHD
hsa-miR-203,SOCS3
hsa-miR-203,MYCN
hsa-miR-203,ODZ1
hsa-miR-203,TLR4
hsa-miR-203,CKAP4
hsa-miR-203,DICER1
hsa-miR-203,CDK6
hsa-miR-203,NCOA2
hsa-miR-203,MCL1
hsa-miR-203,PTK2
hsa-miR-203,TNF
hsa-miR-203,TP53
hsa-miR-203,UVRAG
hsa-miR-203,TP63
hsa-miR-203,ABL1
hsa-miR-203,TACSTD1
hsa-miR-203,LEF1
hsa-miR-203,CDKN2A
hsa-miR-203,HGF
hsa-miR-203,JUN
hsa-miR-203,NF2
hsa-miR-203,PDGFA
hsa-miR-203,COX8A
hsa-miR-203,RNASEH2A
hsa-miR-203,FOS
hsa-miR-203,NODAL
hsa-miR-203,ATP8A2
hsa-miR-203,ABCE1
hsa-miR-203,SMYD3
hsa-miR-203,VIM
hsa-miR-203,IQGAP1
hsa-miR-203,POMC
hsa-miR-203,MATR3
hsa-miR-203,E2F3
hsa-miR-203,SOX2
hsa-miR-203,ZEB1
hsa-miR-203,KLF4
hsa-miR-203,GLI1
hsa-miR-203,KRAS
hsa-miR-203,NRAS
hsa-miR-203,SMOX
hsa-miR-203,PTEN
hsa-miR-203,SMO
hsa-miR-203,ACVR2A
hsa-miR-203,CDKN1A
hsa-miR-203,BAX
hsa-miR-203,FPRL1
hsa-miR-203,HSH2D
hsa-miR-203,IL1B
hsa-miR-203,IL6
hsa-miR-203,BRD8
hsa-miR-203,SPARC
hsa-miR-203,TCF4
hsa-miR-203,TGFB1
hsa-miR-203,TGFB2
hsa-miR-203,ZEB2
hsa-miR-203,IFNG
hsa-miR-203,NOS2A
hsa-miR-203,RUNX2
hsa-miR-203,AKT1
hsa-miR-203,PPP2R1B
hsa-miR-203,PPP1R13L
hsa-miR-203,RTEL1
hsa-miR-203,BCR
hsa-miR-203,CKAP2
hsa-miR-203,BIRC5
hsa-miR-203,LASP1
hsa-miR-203,DDEF1
hsa-miR-203,WASF1
hsa-miR-203,CISH
hsa-miR-203,STAT3
hsa-miR-203,SOCS6
hsa-miR-203,AADAC
hsa-miR-203,IBSP
hsa-miR-203,ENDOGL1
hsa-miR-203,CREB1
hsa-miR-203,APRT
hsa-miR-203,ARPP-21
hsa-miR-203,NPC1
hsa-miR-203,MAPK8
hsa-miR-203,CCNG1
hsa-miR-203,PDLIM7
hsa-miR-203,PDXP
hsa-miR-203,PLAA
hsa-miR-203,KIT
hsa-miR-203,IL24
hsa-miR-203,PDLIM5
hsa-miR-203,RNASEN
hsa-miR-203,SYK
hsa-miR-205,KIF1B
hsa-miR-205,HIC2
hsa-miR-205,PLAG1
hsa-miR-205,MYCN
hsa-miR-205,ERBB2
hsa-miR-205,VEGFA
hsa-miR-205,MET
hsa-miR-205,PTPN14
hsa-miR-205,ZEB1
hsa-miR-205,SIP1
hsa-miR-205,SFRS2IP
hsa-miR-205,SLC9A3R2
hsa-miR-205,ZEB2
hsa-miR-205,TACSTD1
hsa-miR-205,KLF8
hsa-miR-205,TWIST2
hsa-miR-205,CSNK1A1
hsa-miR-205,FOXF1
hsa-miR-205,FOXL1
hsa-miR-205,FOXC2
hsa-miR-205,FOXE1
hsa-miR-205,FBXW11
hsa-miR-205,GLI1
hsa-miR-205,GLI2
hsa-miR-205,GLI3
hsa-miR-205,FOXA2
hsa-miR-205,SNAI3
hsa-miR-205,IHH
hsa-miR-205,INHBC
hsa-miR-205,JAG2
hsa-miR-205,MAP3K10
hsa-miR-205,DHH
hsa-miR-205,CDON
hsa-miR-205,FOXP3
hsa-miR-205,FZR1
hsa-miR-205,SUFU
hsa-miR-205,POU3F1
hsa-miR-205,CCND1
hsa-miR-205,SFRP1
hsa-miR-205,SHH
hsa-miR-205,SNAI2
hsa-miR-205,SNAI1
hsa-miR-205,TBX2
hsa-miR-205,TGFB1
hsa-miR-205,TWIST1
hsa-miR-205,INHBE
hsa-miR-205,RUNX2
hsa-miR-205,CCND2
hsa-miR-205,SOX13
hsa-miR-205,DDT
hsa-miR-205,AKT1
hsa-miR-205,INPPL1
hsa-miR-205,BAD
hsa-miR-205,JPH4
hsa-miR-205,ARL2BP
hsa-miR-205,NPC1
hsa-miR-205,APC
hsa-miR-205,KRT14
hsa-miR-205,PRKCE
hsa-miR-205,ERBB3
hsa-miR-205,PIK3CA
hsa-miR-205,DICER1
hsa-miR-205,CDH1
hsa-miR-205,PDCD4
hsa-miR-205,HOXD10
hsa-miR-205,C1D
hsa-miR-205,LRP1
hsa-miR-205,COX8A
hsa-miR-205,PTGS2
hsa-miR-205,CD79A
hsa-miR-205,RAPGEF5
hsa-miR-205,OPRS1
hsa-miR-205,CHD4
hsa-miR-205,AP2M1
hsa-miR-205,DDX5
hsa-miR-205,FGFR1
hsa-miR-205,NCOA6
hsa-miR-205,FOSB
hsa-miR-205,ITPR1
hsa-miR-205,NIT1
hsa-miR-205,MED1
hsa-miR-205,MAPK9
hsa-miR-205,MAP2K1
hsa-miR-205,RASA1
hsa-miR-205,TAF10
hsa-miR-205,ARPC5L
hsa-miR-205,PIAS1
hsa-miR-205,SYNGAP1
hsa-miR-205,MBD4
hsa-miR-205,KRAS
hsa-miR-205,CCL28
hsa-miR-205,PTEN
hsa-miR-205,CASP3
hsa-miR-205,BRCA1
hsa-miR-205,CDH17
hsa-miR-205,PSAT1
hsa-miR-205,HIF1A
hsa-miR-205,HPRT1
hsa-miR-205,KLK3
hsa-miR-205,PPIA
hsa-miR-205,RIT2
hsa-miR-205,TBP
hsa-miR-205,PDPN
hsa-miR-205,NQO1
hsa-miR-205,CXCL3
hsa-miR-205,RAD23B
hsa-miR-205,PTK2
hsa-miR-205,MYC
hsa-miR-205,SOX2
hsa-miR-205,KLF4
hsa-miR-205,IL24
hsa-miR-205,IL32
hsa-miR-205,C9orf127
hsa-miR-205,MAPK8
hsa-miR-205,NFYC
hsa-miR-205,GATA3
hsa-miR-205,MAF
hsa-miR-205,TCF7L2
hsa-miR-205,DNMT1
hsa-miR-205,LYN
hsa-miR-205,MAPK3
hsa-miR-205,SRC
hsa-miR-205,STAT3
hsa-miR-205,YES1
hsa-miR-205,ALDH1A1
hsa-miR-205,PROM1
hsa-miR-205,BCL2L2
hsa-miR-205,CDKN2A
hsa-miR-205,E2F1
hsa-miR-205,E2F5
hsa-miR-205,GADD45A
hsa-miR-205,EPB41L3
hsa-miR-205,LTBP1
hsa-miR-205,DOK4
hsa-miR-205,NCALD
hsa-miR-205,CACNA2D2
hsa-miR-205,MTSS1
hsa-miR-205,KIT
hsa-miR-205,CKAP4
hsa-miR-205,ADC
hsa-miR-205,GLE1
hsa-miR-205,EGFR
hsa-miR-205,KRT5
hsa-miR-205,MMAB
hsa-miR-205,ATM
hsa-miR-205,PDGFB
hsa-miR-205,ROS1
hsa-miR-205,BBS9
hsa-miR-205,RNASEN
hsa-miR-205,LAMC1
hsa-miR-205,TP53
hsa-miR-205,SILV
hsa-miR-205,TBX1
hsa-miR-205,PTCRA
hsa-miR-205,LRRK2
hsa-miR-20b*,E2F1
hsa-miR-20b*,MYC
hsa-miR-20b*,NPM1
hsa-miR-20b*,HIPK3
hsa-miR-20b*,MYLIP
hsa-miR-20b*,CDKN1A
hsa-miR-20b*,TCEAL1
hsa-miR-20b*,VEGFA
hsa-miR-20b*,PTEN
hsa-miR-20b*,MYBBP1A
hsa-miR-20b*,ESR1
hsa-miR-20b*,RNASEN
hsa-miR-20b*,NCOA3
hsa-miR-20b*,HIF1A
hsa-miR-20b*,PAK3
hsa-miR-20b*,SETD2
hsa-miR-20b*,STAT3
hsa-miR-20b*,FH
hsa-miR-20b*,CD40
hsa-miR-20b*,BAMBI
hsa-miR-20b*,CRIM1
hsa-miR-20b*,PPARG
hsa-miR-20b*,RUNX2
hsa-miR-20b*,EPAS1
hsa-miR-20b*,RASGRP3
hsa-miR-20b*,GPR160
hsa-miR-20b*,XAF1
hsa-miR-20b*,PRKCH
hsa-miR-20b*,PDXP
hsa-miR-21*,DDX20
hsa-miR-21*,GEMIN5
hsa-miR-21*,EIF2C2
hsa-miR-21*,GEMIN4
hsa-miR-21*,SIP1
hsa-miR-21*,STMN1
hsa-miR-21*,RNPC3
hsa-miR-21*,ME1
hsa-miR-21*,RRBP1
hsa-miR-21*,KIT
hsa-miR-21*,RET
hsa-miR-21*,PLAG1
hsa-miR-21*,RB1
hsa-miR-21*,TGFBR2
hsa-miR-21*,PTEN
hsa-miR-21*,PTPN12
hsa-miR-21*,BCL2
hsa-miR-21*,PAM
hsa-miR-21*,HMGA2
hsa-miR-21*,TPM1
hsa-miR-21*,KIF1B
hsa-miR-21*,HIC2
hsa-miR-21*,IL6
hsa-miR-21*,STAT3
hsa-miR-21*,DICER1
hsa-miR-21*,RNASEN
hsa-miR-21*,SOCS3
hsa-miR-21*,TNPO1
hsa-miR-21*,TNF
hsa-miR-21*,MYCN
hsa-miR-21*,E2F1
hsa-miR-21*,E2F3
hsa-miR-21*,NPC1
hsa-miR-21*,CD8A
hsa-miR-21*,PDCD4
hsa-miR-21*,HIPK3
hsa-miR-21*,CDK6
hsa-miR-21*,CDKN1A
hsa-miR-21*,CFL2
hsa-miR-21*,SLC16A10
hsa-miR-21*,FASN
hsa-miR-21*,SGK3
hsa-miR-21*,SESN1
hsa-miR-21*,APAF1
hsa-miR-21*,FAS
hsa-miR-21*,NUDT19
hsa-miR-21*,PAK3
hsa-miR-21*,ACTA2
hsa-miR-21*,RP2
hsa-miR-21*,TP53
hsa-miR-21*,BTG2
hsa-miR-21*,PRRG4
hsa-miR-21*,SOCS5
hsa-miR-21*,ERBB2
hsa-miR-21*,ODZ1
hsa-miR-21*,SYNE1
hsa-miR-21*,CDKN2A
hsa-miR-21*,KRAS
hsa-miR-21*,PIK3CA
hsa-miR-21*,RPS6KB1
hsa-miR-21*,CEBPA
hsa-miR-21*,FLT3
hsa-miR-21*,NPM1
hsa-miR-21*,PDLIM7
hsa-miR-21*,SLC35B2
hsa-miR-21*,CNTN3
hsa-miR-21*,ZAP70
hsa-miR-21*,OAS1
hsa-miR-21*,MYC
hsa-miR-21*,REST
hsa-miR-21*,SOX2
hsa-miR-21*,RASA1
hsa-miR-21*,FOS
hsa-miR-21*,JUN
hsa-miR-21*,NFIB
hsa-miR-21*,SMARCA1
hsa-miR-21*,TMEM49
hsa-miR-21*,HNF1A
hsa-miR-21*,SPRY2
hsa-miR-21*,ADRB2
hsa-miR-21*,POLD3
hsa-miR-21*,DDX5
hsa-miR-21*,SMAD4
hsa-miR-21*,RECK
hsa-miR-21*,TACSTD1
hsa-miR-21*,TIMP3
hsa-miR-21*,MAS1
hsa-miR-21*,CDKN1B
hsa-miR-21*,SSSCA1
hsa-miR-21*,DDT
hsa-miR-21*,BCL2L11
hsa-miR-21*,SDC1
hsa-miR-21*,SOCS1
hsa-miR-21*,PCAF
hsa-miR-21*,CCNE1
hsa-miR-21*,CYCS
hsa-miR-21*,COX8A
hsa-miR-21*,HNRPK
hsa-miR-21*,DBP
hsa-miR-21*,TGFB1
hsa-miR-21*,KRT15
hsa-miR-21*,GABPA
hsa-miR-21*,TFB1M
hsa-miR-21*,TFB2M
hsa-miR-21*,TFAM
hsa-miR-21*,MTAP
hsa-miR-21*,SOX5
hsa-miR-21*,SPRY1
hsa-miR-21*,BRCA1
hsa-miR-21*,FRAP1
hsa-miR-21*,CHKA
hsa-miR-21*,APC
hsa-miR-21*,PROC
hsa-miR-21*,HCN2
hsa-miR-21*,TGFBI
hsa-miR-21*,CACNA1C
hsa-miR-21*,ROS1
hsa-miR-21*,PRMT5
hsa-miR-21*,SIRT1
hsa-miR-21*,MITF
hsa-miR-21*,ZEB1
hsa-miR-21*,ZEB2
hsa-miR-21*,AGTR1
hsa-miR-21*,FGF7
hsa-miR-21*,TSHZ3
hsa-miR-21*,ZIC3
hsa-miR-21*,IKBKE
hsa-miR-21*,HRSP12
hsa-miR-21*,SCPEP1
hsa-miR-21*,PPT1
hsa-miR-21*,GFI1
hsa-miR-21*,FBN2
hsa-miR-21*,MARCKS
hsa-miR-21*,BASP1
hsa-miR-21*,PDHA2
hsa-miR-21*,TM9SF3
hsa-miR-21*,RTN4
hsa-miR-21*,NCAPG
hsa-miR-21*,WFS1
hsa-miR-21*,DERL1
hsa-miR-21*,WIBG
hsa-miR-21*,PLOD3
hsa-miR-21*,IL4
hsa-miR-21*,IL13
hsa-miR-21*,STAT6
hsa-miR-21*,ILF2
hsa-miR-21*,ILF3
hsa-miR-21*,JAG1
hsa-miR-21*,NDUFA2
hsa-miR-21*,WNT1
hsa-miR-21*,FOXP3
hsa-miR-21*,MAPK3
hsa-miR-21*,BCL2L1
hsa-miR-21*,CASP3
hsa-miR-21*,GALNT1
hsa-miR-21*,SOX4
hsa-miR-21*,EGFR
hsa-miR-21*,KCTD11
hsa-miR-21*,E2F2
hsa-miR-21*,AKT1
hsa-miR-21*,ESR1
hsa-miR-21*,ESR2
hsa-miR-21*,NCOA3
hsa-miR-21*,HPS1
hsa-miR-21*,TRIM21
hsa-miR-21*,LRRFIP1
hsa-miR-21*,BMPR2
hsa-miR-21*,HOXD10
hsa-miR-21*,NCBP1
hsa-miR-21*,ARS2
hsa-miR-21*,EIF4A2
hsa-miR-21*,TBC1D9
hsa-miR-21*,HADH
hsa-miR-21*,PRKCE
hsa-miR-21*,CD44
hsa-miR-21*,INPP5D
hsa-miR-21*,LRPPRC
hsa-miR-21*,SAA4
hsa-miR-21*,ANXA1
hsa-miR-21*,HLA-DRA
hsa-miR-21*,IARS
hsa-miR-21*,IL10
hsa-miR-21*,IL12A
hsa-miR-21*,IL17A
hsa-miR-21*,NOS2A
hsa-miR-21*,IL23A
hsa-miR-21*,SRGN
hsa-miR-21*,CD68
hsa-miR-21*,CAP1
hsa-miR-21*,NODAL
hsa-miR-21*,SMAD2
hsa-miR-21*,SMAD3
hsa-miR-21*,CDC25A
hsa-miR-21*,CD2
hsa-miR-21*,SP3
hsa-miR-21*,FGFR3
hsa-miR-21*,FMOD
hsa-miR-21*,TGIF1
hsa-miR-21*,MARCKSL1
hsa-miR-21*,IFNA1
hsa-miR-21*,MYD88
hsa-miR-21*,TLR4
hsa-miR-21*,RELA
hsa-miR-21*,CEBPB
hsa-miR-21*,KCNH8
hsa-miR-21*,CREB1
hsa-miR-21*,ATF2
hsa-miR-21*,HOXA4
hsa-miR-21*,NFE2L1
hsa-miR-21*,NFE2L2
hsa-miR-21*,USF2
hsa-miR-21*,YY1
hsa-miR-21*,RUNX1
hsa-miR-21*,HMG2L1
hsa-miR-21*,ARIH2
hsa-miR-21*,BBC3
hsa-miR-21*,DKK2
hsa-miR-21*,TBK1
hsa-miR-21*,MYBL1
hsa-miR-21*,DDIT4
hsa-miR-21*,CREBZF
hsa-miR-21*,BNIP3L
hsa-miR-21*,BRAP
hsa-miR-21*,CCND1
hsa-miR-21*,TMEM11
hsa-miR-21*,ATN1
hsa-miR-21*,IL1B
hsa-miR-21*,PAH
hsa-miR-21*,GFAP
hsa-miR-21*,BMPR1A
hsa-miR-21*,BMPR1B
hsa-miR-21*,BCR
hsa-miR-21*,IKBKB
hsa-miR-21*,TIMM8A
hsa-miR-21*,NOS3
hsa-miR-21*,EPHB2
hsa-miR-21*,HIF1A
hsa-miR-21*,TWIST1
hsa-miR-21*,HNF4A
hsa-miR-21*,ADI1
hsa-miR-21*,PELI1
hsa-miR-21*,GLI1
hsa-miR-21*,NRAS
hsa-miR-21*,SMOX
hsa-miR-21*,SMO
hsa-miR-21*,TP63
hsa-miR-21*,ACVR2A
hsa-miR-21*,TOP2B
hsa-miR-21*,UBB
hsa-miR-21*,TNFSF11
hsa-miR-21*,MET
hsa-miR-21*,AKR1C2
hsa-miR-21*,COL2A1
hsa-miR-21*,LCT
hsa-miR-21*,NTS
hsa-miR-21*,FOXO3
hsa-miR-21*,FASLG
hsa-miR-21*,CDKN1C
hsa-miR-21*,INPPL1
hsa-miR-21*,ERBB4
hsa-miR-21*,KCNMA1
hsa-miR-21*,LOX
hsa-miR-21*,SEMA6A
hsa-miR-21*,PTPN13
hsa-miR-21*,SFRP1
hsa-miR-21*,SLC12A1
hsa-miR-21*,TCF21
hsa-miR-21*,VEGFA
hsa-miR-21*,ETS1
hsa-miR-21*,CD4
hsa-miR-21*,FOXM1
hsa-miR-21*,ODC1
hsa-miR-21*,DGCR8
hsa-miR-21*,RHOB
hsa-miR-21*,MMP9
hsa-miR-21*,RASGRP1
hsa-miR-21*,DNMT1
hsa-miR-21*,ITGAL
hsa-miR-21*,CD70
hsa-miR-21*,CKAP4
hsa-miR-21*,RBBP6
hsa-miR-21*,TP73
hsa-miR-21*,APCS
hsa-miR-21*,STAT5A
hsa-miR-21*,IL11
hsa-miR-21*,CHST14
hsa-miR-21*,TGFBR1
hsa-miR-21*,PDPN
hsa-miR-21*,NQO1
hsa-miR-21*,CXCL3
hsa-miR-21*,RAD23B
hsa-miR-21*,SMAD7
hsa-miR-21*,BAX
hsa-miR-21*,RAG2
hsa-miR-21*,PPARA
hsa-miR-21*,CYLD
hsa-miR-21*,LIN28
hsa-miR-21*,TIAM1
hsa-miR-21*,NPPA
hsa-miR-21*,PPP2CA
hsa-miR-21*,TRPV1
hsa-miR-21*,PSAT1
hsa-miR-21*,IL17F
hsa-miR-21*,ENPP3
hsa-miR-21*,NFYC
hsa-miR-21*,FPRL1
hsa-miR-21*,HSH2D
hsa-miR-21*,EPHA2
hsa-miR-21*,LITAF
hsa-miR-21*,HSPB6
hsa-miR-21*,EPAS1
hsa-miR-21*,CA9
hsa-miR-21*,DIRC2
hsa-miR-21*,CXCL12
hsa-miR-21*,HSPG2
hsa-miR-21*,MSH2
hsa-miR-21*,VCAN
hsa-miR-21*,ZNF828
hsa-miR-21*,SPAG11B
hsa-miR-21*,NFKB1
hsa-miR-21*,NFKBIA
hsa-miR-21*,PTGER4
hsa-miR-21*,PTGS2
hsa-miR-21*,IL17C
hsa-miR-21*,TSPYL2
hsa-miR-21*,IFNG
hsa-miR-21*,POLR2A
hsa-miR-21*,CA3
hsa-miR-21*,THRB
hsa-miR-21*,MEF2C
hsa-miR-21*,AFP
hsa-miR-21*,THY1
hsa-miR-21*,LAMC2
hsa-miR-21*,PPP2R1B
hsa-miR-21*,PROM1
hsa-miR-21*,MELK
hsa-miR-21*,EGFL7
hsa-miR-21*,SOX9
hsa-miR-21*,SAMD4A
hsa-miR-21*,STRAP
hsa-miR-21*,SRFBP1
hsa-miR-21*,SRF
hsa-miR-21*,SMARCA4
hsa-miR-21*,ANP32A
hsa-miR-21*,NUDT6
hsa-miR-21*,IGF1
hsa-miR-21*,EGR1
hsa-miR-21*,DOK4
hsa-miR-21*,NRIP1
hsa-miR-21*,MIA
hsa-miR-21*,BBS9
hsa-miR-21*,CD40LG
hsa-miR-21*,CRTC1
hsa-miR-21*,AKT1S1
hsa-miR-21*,SLC27A4
hsa-miR-21*,ELF4
hsa-miR-21*,TNMD
hsa-miR-21*,MAP4K1
hsa-miR-21*,MAPK8
hsa-miR-21*,TIMP2
hsa-miR-21*,MCL1
hsa-miR-21*,TNFSF10
hsa-miR-21*,EGR3
hsa-miR-21*,WT1
hsa-miR-21*,TH1L
hsa-miR-21*,TLR2
hsa-miR-21*,NDUFA13
hsa-miR-21*,RABEP2
hsa-miR-21*,FOSL1
hsa-miR-21*,TCF4
hsa-miR-21*,TCF7L2
hsa-miR-21*,CCL20
hsa-miR-21*,NANOS2
hsa-miR-21*,RC3H1
hsa-miR-21*,IL17D
hsa-miR-21*,CSF1R
hsa-miR-21*,DNMT3A
hsa-miR-21*,EDG2
hsa-miR-21*,NUMA1
hsa-miR-21*,ABCG4
hsa-miR-21*,TMSB10
hsa-miR-21*,ARPP-21
hsa-miR-21*,AHSA1
hsa-miR-21*,PDX1
hsa-miR-21*,MMP14
hsa-miR-21*,BAD
hsa-miR-21*,LIF
hsa-miR-21*,RSL1D1
hsa-miR-21*,COL1A1
hsa-miR-21*,SAMD3
hsa-miR-21*,MUC4
hsa-miR-21*,HDAC9
hsa-miR-21*,ASPN
hsa-miR-21*,LILRB4
hsa-miR-21*,FOSB
hsa-miR-21*,IGF1R
hsa-miR-21*,SERPINI1
hsa-miR-21*,CD40
hsa-miR-21*,LPA
hsa-miR-21*,VEGFC
hsa-miR-21*,CD19
hsa-miR-21*,CTSC
hsa-miR-21*,CRLS1
hsa-miR-21*,IRF4
hsa-miR-21*,PPP2R2A
hsa-miR-21*,NTRK1
hsa-miR-21*,CTGF
hsa-miR-21*,RAC1
hsa-miR-21*,RHOC
hsa-miR-21*,NHS
hsa-miR-21*,OLIG2
hsa-miR-21*,DLL3
hsa-miR-21*,BCAN
hsa-miR-21*,PPARGC1A
hsa-miR-21*,AKT2
hsa-miR-21*,FOXP1
hsa-miR-21*,NPAT
hsa-miR-21*,ELSPBP1
hsa-miR-21*,TBX5
hsa-miR-21*,SLC7A5
hsa-miR-21*,HAND1
hsa-miR-21*,LYPLA3
hsa-miR-21*,FABP7
hsa-miR-21*,PTCRA
hsa-miR-21*,KLF4
hsa-miR-21*,GATA3
hsa-miR-21*,BCL6
hsa-miR-21*,GARS
hsa-miR-21*,SMURF2
hsa-miR-21*,MYB
hsa-miR-21*,RAB40B
hsa-miR-21*,RASSF1
hsa-miR-21*,IMPACT
hsa-miR-21*,COL11A2
hsa-miR-21*,KIAA1303
hsa-miR-214,NEUROG3
hsa-miR-214,AKT1
hsa-miR-214,BIRC3
hsa-miR-214,PTEN
hsa-miR-214,NBN
hsa-miR-214,SYNE1
hsa-miR-214,TACSTD1
hsa-miR-214,MYC
hsa-miR-214,TGFBR2
hsa-miR-214,DCT
hsa-miR-214,CTNNB1
hsa-miR-214,APC
hsa-miR-214,NOS3
hsa-miR-214,EZH2
hsa-miR-214,MYOD1
hsa-miR-214,MAPK8
hsa-miR-214,MAP2K3
hsa-miR-214,TOP2B
hsa-miR-214,IKBKB
hsa-miR-214,TWIST1
hsa-miR-214,CD44
hsa-miR-214,SH2B2
hsa-miR-214,STMN2
hsa-miR-214,JUN
hsa-miR-214,ATP2A2
hsa-miR-214,TCF3
hsa-miR-214,CCND2
hsa-miR-214,KLF4
hsa-miR-214,CDKN1A
hsa-miR-214,NRAS
hsa-miR-214,CD28
hsa-miR-214,RAG2
hsa-miR-214,DICER1
hsa-miR-214,EIF2C1
hsa-miR-214,EIF2C2
hsa-miR-214,PAK1
hsa-miR-214,ZEB1
hsa-miR-214,CDC42
hsa-miR-214,ZNRD1
hsa-miR-214,VEGFA
hsa-miR-214,SRGAP2
hsa-miR-214,ROBO2
hsa-miR-214,EGFL7
hsa-miR-214,SOX9
hsa-miR-214,COX8A
hsa-miR-214,MOCOS
hsa-miR-214,ENAM
hsa-miR-214,AMELX
hsa-miR-214,PRNP
hsa-miR-214,CALB1
hsa-miR-214,KRAS
hsa-miR-214,COL1A1
hsa-miR-214,LBR
hsa-miR-214,MYH11
hsa-miR-214,ACTA2
hsa-miR-214,BMP2
hsa-miR-214,RUNX2
hsa-miR-214,CDKN2A
hsa-miR-214,JAG1
hsa-miR-214,CCND1
hsa-miR-214,TIMM8A
hsa-miR-214,MCL1
hsa-miR-214,BCL2
hsa-miR-214,HDGF
hsa-miR-214,TUBE1
hsa-miR-214,PITX2
hsa-miR-214,ZEB2
hsa-miR-214,FUT4
hsa-miR-214,ITGB1
hsa-miR-214*,NEUROG3
hsa-miR-214*,AKT1
hsa-miR-214*,BIRC3
hsa-miR-214*,PTEN
hsa-miR-214*,NBN
hsa-miR-214*,SYNE1
hsa-miR-214*,TACSTD1
hsa-miR-214*,MYC
hsa-miR-214*,TGFBR2
hsa-miR-214*,DCT
hsa-miR-214*,CTNNB1
hsa-miR-214*,APC
hsa-miR-214*,NOS3
hsa-miR-214*,EZH2
hsa-miR-214*,MYOD1
hsa-miR-214*,MAPK8
hsa-miR-214*,MAP2K3
hsa-miR-214*,TOP2B
hsa-miR-214*,RAB22A
hsa-miR-214*,IKBKB
hsa-miR-214*,TWIST1
hsa-miR-214*,CD44
hsa-miR-214*,SH2B2
hsa-miR-214*,STMN2
hsa-miR-214*,JUN
hsa-miR-214*,ATP2A2
hsa-miR-214*,TCF3
hsa-miR-214*,CCND2
hsa-miR-214*,KLF4
hsa-miR-214*,CDKN1A
hsa-miR-214*,NRAS
hsa-miR-214*,CD28
hsa-miR-214*,RAG2
hsa-miR-214*,DICER1
hsa-miR-214*,EIF2C1
hsa-miR-214*,EIF2C2
hsa-miR-214*,PAK1
hsa-miR-214*,ZEB1
hsa-miR-214*,CDC42
hsa-miR-214*,ZNRD1
hsa-miR-214*,VEGFA
hsa-miR-214*,SRGAP2
hsa-miR-214*,ROBO2
hsa-miR-214*,EGFL7
hsa-miR-214*,SOX9
hsa-miR-214*,COX8A
hsa-miR-214*,MOCOS
hsa-miR-214*,ENAM
hsa-miR-214*,AMELX
hsa-miR-214*,PRNP
hsa-miR-214*,CALB1
hsa-miR-214*,KRAS
hsa-miR-214*,COL1A1
hsa-miR-214*,LBR
hsa-miR-214*,MYH11
hsa-miR-214*,ACTA2
hsa-miR-214*,BMP2
hsa-miR-214*,RUNX2
hsa-miR-214*,CDKN2A
hsa-miR-214*,JAG1
hsa-miR-214*,CCND1
hsa-miR-214*,TIMM8A
