mir,gene
hsa-miR-34a-5p,PTEN
hsa-miR-34a-5p,BDNF
hsa-miR-34a-5p,CXCL12
hsa-miR-34a-5p,VAMP2
hsa-miR-34a-5p,UBL4A
hsa-miR-34a-5p,PTPN12
hsa-miR-34a-5p,NOTCH1
hsa-miR-34a-5p,E2F3
hsa-miR-34a-5p,TP53
hsa-miR-34a-5p,BIRC3
hsa-miR-34a-5p,BCL2
hsa-miR-34a-5p,HMGA2
hsa-miR-34a-5p,E2F1
hsa-miR-34a-5p,SOAT1
hsa-miR-34a-5p,SOCS1
hsa-miR-34a-5p,CD19
hsa-miR-34a-5p,HBEGF
hsa-miR-34a-5p,JAK2
hsa-miR-34a-5p,MYB
hsa-miR-34a-5p,PRB1
hsa-miR-34a-5p,SYNE1
hsa-miR-34a-5p,VEGFA
hsa-miR-34a-5p,CDK6
hsa-miR-34a-5p,CCND1
hsa-miR-34a-5p,CCND3
hsa-miR-34a-5p,CDC25A
hsa-miR-34a-5p,ING2
hsa-miR-34a-5p,STK39
hsa-miR-34a-5p,MDC1
hsa-miR-34a-5p,MYCN
hsa-miR-34a-5p,CDKN1A
hsa-miR-34a-5p,MDM2
hsa-miR-34a-5p,EPHB2
hsa-miR-34a-5p,GRM7
hsa-miR-34a-5p,MDM4
hsa-miR-34a-5p,SIRT1
hsa-miR-34a-5p,BBC3
hsa-miR-34a-5p,CYP2A6
hsa-miR-34a-5p,PPIG
hsa-miR-34a-5p,HELLS
hsa-miR-34a-5p,MYC
hsa-miR-34a-5p,SLC11A1
hsa-miR-34a-5p,TOM1
hsa-miR-34a-5p,IRS1
hsa-miR-34a-5p,MET
hsa-miR-34a-5p,RGS3
hsa-miR-34a-5p,CCNE2
hsa-miR-34a-5p,ACTB
hsa-miR-34a-5p,BAX
hsa-miR-34a-5p,BCL6
hsa-miR-34a-5p,ZEB2
hsa-miR-34a-5p,TIMM8A
hsa-miR-34a-5p,AKT1
hsa-miR-34a-5p,MCL1
hsa-miR-34a-5p,PIK3CA
hsa-miR-34a-5p,PRMT5
hsa-miR-34a-5p,MITF
hsa-miR-34a-5p,ZEB1
hsa-miR-34a-5p,LIN28
hsa-miR-34a-5p,NPC1
hsa-miR-34a-5p,WNT1
hsa-miR-34a-5p,AXIN2
hsa-miR-34a-5p,SEC24D
hsa-miR-34a-5p,ST3GAL4
hsa-miR-34a-5p,JAG1
hsa-miR-34a-5p,NDUFA2
hsa-miR-34a-5p,CDK4
hsa-miR-34a-5p,CREB1
hsa-miR-34a-5p,E2F5
hsa-miR-34a-5p,SFRS2
hsa-miR-34a-5p,CAV1
hsa-miR-34a-5p,RNMT
hsa-miR-34a-5p,CDC25C
hsa-miR-34a-5p,NOL3
hsa-miR-34a-5p,PROM1
hsa-miR-34a-5p,CD44
hsa-miR-34a-5p,ZAP70
hsa-miR-34a-5p,COX8A
hsa-miR-34a-5p,COL11A2
hsa-miR-34a-5p,CD47
hsa-miR-34a-5p,CDC20B
hsa-miR-34a-5p,HMG2L1
hsa-miR-34a-5p,ARIH2
hsa-miR-34a-5p,SSSCA1
hsa-miR-34a-5p,FRAP1
hsa-miR-34a-5p,DKK2
hsa-miR-34a-5p,TBK1
hsa-miR-34a-5p,MYBL1
hsa-miR-34a-5p,DDIT4
hsa-miR-34a-5p,CREBZF
hsa-miR-34a-5p,BNIP3L
hsa-miR-34a-5p,BRAP
hsa-miR-34a-5p,HNF4A
hsa-miR-34a-5p,DICER1
hsa-miR-34a-5p,RB1
hsa-miR-34a-5p,ATN1
hsa-miR-34a-5p,IL1B
hsa-miR-34a-5p,IFNG
hsa-miR-34a-5p,LARP4
hsa-miR-34a-5p,CNN3
hsa-miR-34a-5p,EIF2C4
hsa-miR-34a-5p,ELK3
hsa-miR-34a-5p,ATP6V1B2
hsa-miR-34a-5p,DDX4
hsa-miR-34a-5p,NR1H4
hsa-miR-34a-5p,MAPK14
hsa-miR-34a-5p,MAPKAPK2
hsa-miR-34a-5p,FASN
hsa-miR-34a-5p,HES1
hsa-miR-34a-5p,HDAC9
hsa-miR-34a-5p,MAP2K1
hsa-miR-34a-5p,OCA2
hsa-miR-34a-5p,SLC2A1
hsa-miR-34a-5p,PEA15
hsa-miR-34a-5p,ERBB4
hsa-miR-34a-5p,KCNMA1
hsa-miR-34a-5p,LOX
hsa-miR-34a-5p,SEMA6A
hsa-miR-34a-5p,PTPN13
hsa-miR-34a-5p,SFRP1
hsa-miR-34a-5p,SLC12A1
hsa-miR-34a-5p,TCF21
hsa-miR-34a-5p,FOXO1
hsa-miR-34a-5p,RNASEN
hsa-miR-34a-5p,NFKB1
hsa-miR-34a-5p,PAWR
hsa-miR-34a-5p,JARID1B
hsa-miR-34a-5p,LIF
hsa-miR-34a-5p,SMARCA5
hsa-miR-34a-5p,CISH
hsa-miR-34a-5p,RPS19
hsa-miR-34a-5p,TCL1A
hsa-miR-34a-5p,FOXP1
hsa-miR-34a-5p,NDRG1
hsa-miR-34a-5p,PHGDH
hsa-miR-34a-5p,GRM3
hsa-miR-34a-5p,COL2A1
hsa-miR-34a-5p,NOS2A
hsa-miR-34a-5p,SND1
hsa-miR-34a-5p,APC
hsa-miR-34a-5p,SCPEP1
hsa-miR-34a-5p,NFYC
hsa-miR-34a-5p,CEBPA
hsa-miR-34a-5p,TNRC6A
hsa-miR-34a-5p,CDKN2A
hsa-miR-34a-5p,KRAS
hsa-miR-34a-5p,BAMBI
hsa-miR-34a-5p,CRIM1
hsa-miR-34a-5p,PPARG
hsa-miR-34a-5p,RUNX2
hsa-miR-34a-5p,ZNF77
hsa-miR-34a-5p,ZNF135
hsa-miR-34a-5p,FOXJ1
hsa-miR-34a-5p,CTNNBIP1
hsa-miR-34a-5p,YY1
hsa-miR-34a-5p,ANP32B
hsa-miR-34a-5p,LEF1
hsa-miR-34a-5p,SPI1
hsa-miR-34a-5p,KLF4
hsa-miR-34a-5p,GABPA
hsa-miR-34a-5p,MGST1
hsa-miR-34a-5p,NFE2L2
hsa-miR-34a-5p,HDAC2
hsa-miR-34a-5p,ARCN1
hsa-miR-34a-5p,MAP1LC3A
hsa-miR-34a-5p,MAP3K9
hsa-miR-34a-5p,TLR4
hsa-miR-34a-5p,PPP1R13L
hsa-miR-34a-5p,RTEL1
hsa-miR-34a-5p,BCR
hsa-miR-34a-5p,ACSL1
hsa-miR-34a-5p,PRAP1
hsa-miR-34a-5p,SMAD2
hsa-miR-34a-5p,AADAC
hsa-miR-34a-5p,IBSP
hsa-miR-34a-5p,ENDOGL1
hsa-miR-34a-5p,EGR2
hsa-miR-34a-5p,ETS1
hsa-miR-34a-5p,REL
hsa-miR-34a-5p,ERBB2
hsa-miR-34a-5p,AXL
hsa-miR-34a-5p,EWSR1
hsa-miR-34a-5p,NANOS2
hsa-miR-34a-5p,HGF
hsa-miR-34a-5p,EP300
hsa-miR-34a-5p,BANP
hsa-miR-34a-5p,NR1I2
hsa-miR-34a-5p,LRP6
hsa-miR-34a-5p,WNT3
hsa-miR-34a-5p,PDLIM7
hsa-miR-34a-5p,NOTCH2
hsa-miR-34a-5p,BMP2
hsa-miR-34a-5p,CD3EAP
hsa-miR-34a-5p,CFD
hsa-miR-34a-5p,ODZ1
hsa-miR-34a-5p,TESC
hsa-miR-34a-5p,CDC2
hsa-miR-34a-5p,HIST1H2AE
hsa-miR-34a-5p,FOXF1
hsa-miR-34a-5p,FOXE1
hsa-miR-34a-5p,FOXM1
hsa-miR-34a-5p,FOXR1
hsa-miR-34a-5p,FOXA1
hsa-miR-34a-5p,SKP2
hsa-miR-34a-5p,TTF2
hsa-miR-34a-5p,CCNB1
hsa-miR-34a-5p,AURKB
hsa-miR-34a-5p,SOX2
hsa-miR-34a-5p,GADD45A
hsa-miR-34a-5p,CXCR4
hsa-miR-34a-3p,DDX20
hsa-miR-34a-3p,EIF2C2
hsa-miR-34a-3p,STMN1
hsa-miR-34a-3p,GEMIN4
hsa-miR-34a-3p,RNPC3
hsa-miR-34a-3p,ECD
hsa-miR-34a-3p,CSF1
hsa-miR-34a-3p,EZH2
hsa-miR-34a-3p,G6PD
hsa-miR-34a-3p,DLL1
hsa-miR-34a-3p,HOXA5
hsa-miR-34a-3p,MECP2
hsa-miR-34a-3p,POU4F2
hsa-miR-34a-3p,PTEN
hsa-miR-34a-3p,BDNF
hsa-miR-34a-3p,CXCL12
hsa-miR-34a-3p,VAMP2
hsa-miR-34a-3p,UBL4A
hsa-miR-34a-3p,PTPN12
hsa-miR-34a-3p,NOTCH1
hsa-miR-34a-3p,E2F3
hsa-miR-34a-3p,TP53
hsa-miR-34a-3p,BIRC3
hsa-miR-34a-3p,BCL2
hsa-miR-34a-3p,HMGA2
hsa-miR-34a-3p,E2F1
hsa-miR-34a-3p,SOAT1
hsa-miR-34a-3p,SOCS1
hsa-miR-34a-3p,CD19
hsa-miR-34a-3p,HBEGF
hsa-miR-34a-3p,JAK2
hsa-miR-34a-3p,MYB
hsa-miR-34a-3p,PRB1
hsa-miR-34a-3p,SYNE1
hsa-miR-34a-3p,VEGFA
hsa-miR-34a-3p,CDK6
hsa-miR-34a-3p,CCND1
hsa-miR-34a-3p,CCND3
hsa-miR-34a-3p,CDC25A
hsa-miR-34a-3p,ING2
hsa-miR-34a-3p,STK39
hsa-miR-34a-3p,MDC1
hsa-miR-34a-3p,MYCN
hsa-miR-34a-3p,CDKN1A
hsa-miR-34a-3p,MDM2
hsa-miR-34a-3p,EPHB2
hsa-miR-34a-3p,GRM7
hsa-miR-34a-3p,MDM4
hsa-miR-34a-3p,SIRT1
hsa-miR-34a-3p,BBC3
hsa-miR-34a-3p,CYP2A6
hsa-miR-34a-3p,PPIG
hsa-miR-34a-3p,HELLS
hsa-miR-34a-3p,MYC
hsa-miR-34a-3p,SLC11A1
hsa-miR-34a-3p,TOM1
hsa-miR-34a-3p,IRS1
hsa-miR-34a-3p,MET
hsa-miR-34a-3p,RGS3
hsa-miR-34a-3p,CCNE2
hsa-miR-34a-3p,ACTB
hsa-miR-34a-3p,BAX
hsa-miR-34a-3p,BCL6
hsa-miR-34a-3p,ZEB2
hsa-miR-34a-3p,TIMM8A
hsa-miR-34a-3p,AKT1
hsa-miR-34a-3p,MCL1
hsa-miR-34a-3p,PIK3CA
hsa-miR-34a-3p,PRMT5
hsa-miR-34a-3p,MITF
hsa-miR-34a-3p,ZEB1
hsa-miR-34a-3p,LIN28
hsa-miR-34a-3p,NPC1
hsa-miR-34a-3p,WNT1
hsa-miR-34a-3p,AXIN2
hsa-miR-34a-3p,SEC24D
hsa-miR-34a-3p,ST3GAL4
hsa-miR-34a-3p,CDKN2A
hsa-miR-34a-3p,HGF
hsa-miR-34a-3p,JUN
hsa-miR-34a-3p,NF2
hsa-miR-34a-3p,PDGFA
hsa-miR-34a-3p,JAG1
hsa-miR-34a-3p,NDUFA2
hsa-miR-34a-3p,CDK4
hsa-miR-34a-3p,CREB1
hsa-miR-34a-3p,E2F5
hsa-miR-34a-3p,SFRS2
hsa-miR-34a-3p,CAV1
hsa-miR-34a-3p,RNMT
hsa-miR-34a-3p,CDC25C
hsa-miR-34a-3p,NOL3
hsa-miR-34a-3p,PROM1
hsa-miR-34a-3p,CD44
hsa-miR-34a-3p,ZAP70
hsa-miR-34a-3p,COX8A
hsa-miR-34a-3p,COL11A2
hsa-miR-34a-3p,CD47
hsa-miR-34a-3p,CDC20B
hsa-miR-34a-3p,HMG2L1
hsa-miR-34a-3p,ARIH2
hsa-miR-34a-3p,SSSCA1
hsa-miR-34a-3p,FRAP1
hsa-miR-34a-3p,DKK2
hsa-miR-34a-3p,TBK1
hsa-miR-34a-3p,MYBL1
hsa-miR-34a-3p,DDIT4
hsa-miR-34a-3p,CREBZF
hsa-miR-34a-3p,BNIP3L
hsa-miR-34a-3p,BRAP
hsa-miR-34a-3p,HNF4A
hsa-miR-34a-3p,DICER1
hsa-miR-34a-3p,RB1
hsa-miR-34a-3p,ATN1
hsa-miR-34a-3p,IL1B
hsa-miR-34a-3p,IFNG
hsa-miR-34a-3p,LARP4
hsa-miR-34a-3p,CNN3
hsa-miR-34a-3p,EIF2C4
hsa-miR-34a-3p,ELK3
hsa-miR-34a-3p,ATP6V1B2
hsa-miR-34a-3p,DDX4
hsa-miR-34a-3p,NR1H4
hsa-miR-34a-3p,MAPK14
hsa-miR-34a-3p,MAPKAPK2
hsa-miR-34a-3p,FASN
hsa-miR-34a-3p,HES1
hsa-miR-34a-3p,HDAC9
hsa-miR-34a-3p,MAP2K1
hsa-miR-34a-3p,OCA2
hsa-miR-34a-3p,SLC2A1
hsa-miR-34a-3p,PEA15
hsa-miR-34a-3p,ERBB4
hsa-miR-34a-3p,KCNMA1
hsa-miR-34a-3p,LOX
hsa-miR-34a-3p,SEMA6A
hsa-miR-34a-3p,PTPN13
hsa-miR-34a-3p,SFRP1
hsa-miR-34a-3p,SLC12A1
hsa-miR-34a-3p,TCF21
hsa-miR-34a-3p,FOXO1
hsa-miR-34a-3p,RNASEN
hsa-miR-34a-3p,NFKB1
hsa-miR-34a-3p,PAWR
hsa-miR-34a-3p,JARID1B
hsa-miR-34a-3p,LIF
hsa-miR-34a-3p,SMARCA5
hsa-miR-34a-3p,CISH
hsa-miR-34a-3p,RPS19
hsa-miR-34a-3p,TCL1A
hsa-miR-34a-3p,FOXP1
hsa-miR-34a-3p,NDRG1
hsa-miR-34a-3p,PHGDH
hsa-miR-34a-3p,GRM3
hsa-miR-34a-3p,COL2A1
hsa-miR-34a-3p,NOS2A
hsa-miR-34a-3p,SND1
hsa-miR-34a-3p,APC
hsa-miR-34a-3p,SCPEP1
hsa-miR-34a-3p,NFYC
hsa-miR-34a-3p,CEBPA
hsa-miR-34a-3p,TNRC6A
hsa-miR-34a-3p,KRAS
hsa-miR-34a-3p,BAMBI
hsa-miR-34a-3p,CRIM1
hsa-miR-34a-3p,PPARG
hsa-miR-34a-3p,RUNX2
hsa-miR-34a-3p,ZNF77
hsa-miR-34a-3p,ZNF135
hsa-miR-34a-3p,FOXJ1
hsa-miR-34a-3p,CTNNBIP1
hsa-miR-34a-3p,YY1
hsa-miR-34a-3p,ANP32B
hsa-miR-34a-3p,LEF1
hsa-miR-34a-3p,SPI1
hsa-miR-34a-3p,KLF4
hsa-miR-34a-3p,GABPA
hsa-miR-34a-3p,MGST1
hsa-miR-34a-3p,NFE2L2
hsa-miR-34a-3p,HDAC2
hsa-miR-34a-3p,ARCN1
hsa-miR-34a-3p,MAP1LC3A
hsa-miR-34a-3p,MAP3K9
hsa-miR-34a-3p,TLR4
hsa-miR-34a-3p,PPP1R13L
hsa-miR-34a-3p,RTEL1
hsa-miR-34a-3p,BCR
hsa-miR-34a-3p,ACSL1
hsa-miR-34a-3p,PRAP1
hsa-miR-34a-3p,SMAD2
hsa-miR-34a-3p,AADAC
hsa-miR-34a-3p,IBSP
hsa-miR-34a-3p,ENDOGL1
hsa-miR-34a-3p,EGR2
hsa-miR-34a-3p,ETS1
hsa-miR-34a-3p,REL
hsa-miR-34a-3p,ERBB2
hsa-miR-34a-3p,AXL
hsa-miR-34a-3p,EWSR1
hsa-miR-34a-3p,NANOS2
hsa-miR-34a-3p,EP300
hsa-miR-34a-3p,BANP
hsa-miR-34a-3p,NR1I2
hsa-miR-34a-3p,LRP6
hsa-miR-34a-3p,WNT3
hsa-miR-34a-3p,PDLIM7
hsa-miR-34a-3p,NOTCH2
hsa-miR-34a-3p,BMP2
hsa-miR-34a-3p,CD3EAP
hsa-miR-34a-3p,CFD
hsa-miR-34a-3p,ODZ1
hsa-miR-34a-3p,TESC
hsa-miR-34a-3p,CDC2
hsa-miR-34a-3p,HIST1H2AE
hsa-miR-34a-3p,FOXF1
hsa-miR-34a-3p,FOXE1
hsa-miR-34a-3p,FOXM1
hsa-miR-34a-3p,FOXR1
hsa-miR-34a-3p,FOXA1
hsa-miR-34a-3p,SKP2
hsa-miR-34a-3p,TTF2
hsa-miR-34a-3p,CCNB1
hsa-miR-34a-3p,AURKB
hsa-miR-34a-3p,SOX2
hsa-miR-34a-3p,GADD45A
hsa-miR-34a-3p,CXCR4
hsa-miR-34b-3p,ECD
hsa-miR-34b-3p,TP53
hsa-miR-34b-3p,CDK6
hsa-miR-34b-3p,NCOA2
hsa-miR-34b-3p,MCL1
hsa-miR-34b-3p,PTK2
hsa-miR-34b-3p,ING2
hsa-miR-34b-3p,MYC
hsa-miR-34b-3p,STK39
hsa-miR-34b-3p,MDC1
hsa-miR-34b-3p,AADAC
hsa-miR-34b-3p,BTG4
hsa-miR-34b-3p,CDKN1A
hsa-miR-34b-3p,SIRT1
hsa-miR-34b-3p,BBC3
hsa-miR-34b-3p,E2F3
hsa-miR-34b-3p,TGIF2
hsa-miR-34b-3p,CYP2A6
hsa-miR-34b-3p,PPIG
hsa-miR-34b-3p,BCL2
hsa-miR-34b-3p,HMGA2
hsa-miR-34b-3p,ACTB
hsa-miR-34b-3p,MET
hsa-miR-34b-3p,AKT1
hsa-miR-34b-3p,PIK3CA
hsa-miR-34b-3p,CREB1
hsa-miR-34b-3p,APRT
hsa-miR-34b-3p,JAK1
hsa-miR-34b-3p,NFKB1
hsa-miR-34b-3p,CCND1
hsa-miR-34b-3p,NPC1
hsa-miR-34b-3p,VEGFA
hsa-miR-34b-3p,CDK4
hsa-miR-34b-3p,E2F5
hsa-miR-34b-3p,MDM2
hsa-miR-34b-3p,MDM4
hsa-miR-34b-3p,MYB
hsa-miR-34b-3p,SFRS2
hsa-miR-34b-3p,CAV1
hsa-miR-34b-3p,RNMT
hsa-miR-34b-3p,CCNE2
hsa-miR-34b-3p,CDC25C
hsa-miR-34b-3p,TCL1A
hsa-miR-34b-3p,NOTCH1
hsa-miR-34b-3p,PROM1
hsa-miR-34b-3p,CD44
hsa-miR-34b-3p,TMEM132D
hsa-miR-34b-3p,CDC20B
hsa-miR-34b-3p,E2F1
hsa-miR-34b-3p,CREM
hsa-miR-34b-3p,ZNF828
hsa-miR-34b-3p,DICER1
hsa-miR-34b-3p,LARP4
hsa-miR-34b-3p,CNN3
hsa-miR-34b-3p,EIF2C4
hsa-miR-34b-3p,ELK3
hsa-miR-34b-3p,ATP6V1B2
hsa-miR-34b-3p,DDX4
hsa-miR-34b-3p,FASN
hsa-miR-34b-3p,DLL1
hsa-miR-34b-3p,HES1
hsa-miR-34b-3p,HDAC9
hsa-miR-34b-3p,NFYC
hsa-miR-34b-3p,CDKN2A
hsa-miR-34b-3p,COX8A
hsa-miR-34b-3p,KRAS
hsa-miR-34b-3p,ANP32B
hsa-miR-34b-3p,ZAP70
hsa-miR-34b-3p,TIMM8A
hsa-miR-34b-3p,CDC25A
hsa-miR-34b-3p,ATP6V0A4
hsa-miR-34b-3p,PPP2R4
hsa-miR-34b-3p,ACSL1
hsa-miR-34b-3p,RET
hsa-miR-34b-3p,BRAF
hsa-miR-34b-3p,IBSP
hsa-miR-34b-3p,ENDOGL1
hsa-miR-34b-3p,PARK7
hsa-miR-34b-3p,PARK2
hsa-miR-34b-3p,CRK
hsa-miR-34b-3p,EGFL7
hsa-miR-34b-3p,VPS4A
hsa-miR-34b-3p,NANOS2
hsa-miR-34b-3p,CSF1R
hsa-miR-34b-3p,DNMT3A
hsa-miR-34b-3p,EDG2
hsa-miR-34b-3p,NUMA1
hsa-miR-34b-3p,ABCG4
hsa-miR-34b-3p,TMSB10
hsa-miR-34b-3p,HGF
hsa-miR-34b-3p,LRP6
hsa-miR-34b-3p,LEF1
hsa-miR-34b-3p,WNT1
hsa-miR-34b-3p,WNT3
hsa-miR-34b-3p,AXIN2
hsa-miR-34b-3p,JAG1
hsa-miR-34b-3p,NOTCH2
hsa-miR-34b-3p,BMP2
hsa-miR-34b-3p,PDXP
hsa-miR-34b-3p,SOX2
hsa-miR-34b-3p,KLF4
hsa-miR-34b-3p,ACSF3
hsa-miR-34b-3p,ABCD1
hsa-miR-34b-3p,FZD5
hsa-miR-34b-3p,CXCR4
hsa-miR-34b-5p,ECD
hsa-miR-34b-5p,TP53
hsa-miR-34b-5p,BCL2
hsa-miR-34b-5p,VEGFA
hsa-miR-34b-5p,CDK6
hsa-miR-34b-5p,NCOA2
hsa-miR-34b-5p,MCL1
hsa-miR-34b-5p,PTK2
hsa-miR-34b-5p,ING2
hsa-miR-34b-5p,MYC
hsa-miR-34b-5p,STK39
hsa-miR-34b-5p,MDC1
hsa-miR-34b-5p,AADAC
hsa-miR-34b-5p,BTG4
hsa-miR-34b-5p,CDKN1A
hsa-miR-34b-5p,SIRT1
hsa-miR-34b-5p,BBC3
hsa-miR-34b-5p,E2F3
hsa-miR-34b-5p,TGIF2
hsa-miR-34b-5p,CYP2A6
hsa-miR-34b-5p,PPIG
hsa-miR-34b-5p,HMGA2
hsa-miR-34b-5p,ACTB
hsa-miR-34b-5p,MET
hsa-miR-34b-5p,AKT1
hsa-miR-34b-5p,PIK3CA
hsa-miR-34b-5p,CREB1
hsa-miR-34b-5p,APRT
hsa-miR-34b-5p,JAK1
hsa-miR-34b-5p,NFKB1
hsa-miR-34b-5p,CCND1
hsa-miR-34b-5p,NPC1
hsa-miR-34b-5p,CDK4
hsa-miR-34b-5p,E2F5
hsa-miR-34b-5p,MDM2
hsa-miR-34b-5p,MDM4
hsa-miR-34b-5p,MYB
hsa-miR-34b-5p,SFRS2
hsa-miR-34b-5p,CAV1
hsa-miR-34b-5p,RNMT
hsa-miR-34b-5p,CCNE2
hsa-miR-34b-5p,CDC25C
hsa-miR-34b-5p,TCL1A
hsa-miR-34b-5p,NOTCH1
hsa-miR-34b-5p,PROM1
hsa-miR-34b-5p,CD44
hsa-miR-34b-5p,TMEM132D
hsa-miR-34b-5p,CDC20B
hsa-miR-34b-5p,E2F1
hsa-miR-34b-5p,CREM
hsa-miR-34b-5p,ZNF828
hsa-miR-34b-5p,DICER1
hsa-miR-34b-5p,LARP4
hsa-miR-34b-5p,CNN3
hsa-miR-34b-5p,EIF2C4
hsa-miR-34b-5p,ELK3
hsa-miR-34b-5p,ATP6V1B2
hsa-miR-34b-5p,DDX4
hsa-miR-34b-5p,MAPK14
hsa-miR-34b-5p,MAPKAPK2
hsa-miR-34b-5p,FASN
hsa-miR-34b-5p,DLL1
hsa-miR-34b-5p,HES1
hsa-miR-34b-5p,HDAC9
hsa-miR-34b-5p,NFYC
hsa-miR-34b-5p,CDKN2A
hsa-miR-34b-5p,COX8A
hsa-miR-34b-5p,KRAS
hsa-miR-34b-5p,ANP32B
hsa-miR-34b-5p,ZAP70
hsa-miR-34b-5p,TIMM8A
hsa-miR-34b-5p,CDC25A
hsa-miR-34b-5p,ATP6V0A4
hsa-miR-34b-5p,PPP2R4
hsa-miR-34b-5p,ACSL1
hsa-miR-34b-5p,RET
hsa-miR-34b-5p,BRAF
hsa-miR-34b-5p,IBSP
hsa-miR-34b-5p,ENDOGL1
hsa-miR-34b-5p,PARK7
hsa-miR-34b-5p,PARK2
hsa-miR-34b-5p,CRK
hsa-miR-34b-5p,EGFL7
hsa-miR-34b-5p,VPS4A
hsa-miR-34b-5p,NANOS2
hsa-miR-34b-5p,CSF1R
hsa-miR-34b-5p,DNMT3A
hsa-miR-34b-5p,EDG2
hsa-miR-34b-5p,NUMA1
hsa-miR-34b-5p,ABCG4
hsa-miR-34b-5p,TMSB10
hsa-miR-34b-5p,HGF
hsa-miR-34b-5p,JAG1
hsa-miR-34b-5p,TGFBR2
hsa-miR-34b-5p,LRP6
hsa-miR-34b-5p,LEF1
hsa-miR-34b-5p,WNT1
hsa-miR-34b-5p,WNT3
hsa-miR-34b-5p,AXIN2
hsa-miR-34b-5p,NOTCH2
hsa-miR-34b-5p,BMP2
hsa-miR-34b-5p,PDXP
hsa-miR-34b-5p,SOX2
hsa-miR-34b-5p,KLF4
hsa-miR-34b-5p,ACSF3
hsa-miR-34b-5p,ABCD1
hsa-miR-34b-5p,FZD5
hsa-miR-34b-5p,CXCR4
hsa-miR-361-3p,MTPN
hsa-miR-361-3p,NBN
hsa-miR-361-3p,AKT1
hsa-miR-361-3p,IRS1
hsa-miR-361-3p,TLR4
hsa-miR-361-5p,MTPN
hsa-miR-361-5p,NBN
hsa-miR-361-5p,AKT1
hsa-miR-361-5p,IRS1
hsa-miR-361-5p,TLR4
hsa-miR-371a-3p,ME1
hsa-miR-371a-3p,RRBP1
hsa-miR-371a-3p,LATS2
hsa-miR-371a-3p,TP53
hsa-miR-371a-3p,DNMT3A
hsa-miR-371a-3p,DNMT3B
hsa-miR-371a-3p,FABP4
hsa-miR-371a-3p,ADIPOQ
hsa-miR-381-3p,BRCA1
hsa-miR-381-3p,NFYC
hsa-miR-381-3p,KIT
hsa-miR-381-3p,MITF
hsa-miR-381-3p,EPHB2
hsa-miR-381-3p,AKT1
hsa-miR-381-3p,LRRC4
hsa-miR-381-3p,ID1
hsa-miR-381-3p,SRC
hsa-miR-412-3p,COX8A
hsa-miR-422a,CYP7A1
hsa-miR-422a,CYP8B1
hsa-miR-422a,TGFB1
hsa-miR-422a,CD4
hsa-miR-422a,CD8A
hsa-miR-425-3p,MTPN
hsa-miR-425-3p,SMAD3
hsa-miR-425-3p,PROM1
hsa-miR-425-3p,WDR6
hsa-miR-425-3p,DICER1
hsa-miR-425-3p,C3orf60
hsa-miR-425-3p,DALRD3
hsa-miR-425-3p,SAGE1
hsa-miR-425-3p,GEMIN4
hsa-miR-425-3p,PDGFC
hsa-miR-429,ATN1
hsa-miR-429,RERE
hsa-miR-429,MET
hsa-miR-429,PTPN14
hsa-miR-429,ZEB1
hsa-miR-429,SIP1
hsa-miR-429,SFRS2IP
hsa-miR-429,SLC9A3R2
hsa-miR-429,ZEB2
hsa-miR-429,KLF8
hsa-miR-429,TWIST2
hsa-miR-429,CSNK1A1
hsa-miR-429,FOXF1
hsa-miR-429,FOXL1
hsa-miR-429,FOXC2
hsa-miR-429,FOXE1
hsa-miR-429,FBXW11
hsa-miR-429,GLI1
hsa-miR-429,GLI2
hsa-miR-429,GLI3
hsa-miR-429,FOXA2
hsa-miR-429,SNAI3
hsa-miR-429,IHH
hsa-miR-429,INHBC
hsa-miR-429,JAG2
hsa-miR-429,MAP3K10
hsa-miR-429,DHH
hsa-miR-429,CDON
hsa-miR-429,FOXP3
hsa-miR-429,FZR1
hsa-miR-429,SUFU
hsa-miR-429,POU3F1
hsa-miR-429,CCND1
hsa-miR-429,SFRP1
hsa-miR-429,SHH
hsa-miR-429,SNAI2
hsa-miR-429,SNAI1
hsa-miR-429,TBX2
hsa-miR-429,TGFB1
hsa-miR-429,TWIST1
hsa-miR-429,INHBE
hsa-miR-429,RUNX2
hsa-miR-429,CCND2
hsa-miR-429,SOX13
hsa-miR-429,PRMT5
hsa-miR-429,E2F3
hsa-miR-429,SIRT1
hsa-miR-429,MITF
hsa-miR-429,MYC
hsa-miR-429,MYCN
hsa-miR-429,PTEN
hsa-miR-429,TP53
hsa-miR-429,EP300
hsa-miR-429,EGFR
hsa-miR-429,WASF3
hsa-miR-429,RAPGEF5
hsa-miR-429,ZFPM2
hsa-miR-429,PIK3CA
hsa-miR-429,CD79A
hsa-miR-429,CDKN1B
hsa-miR-429,SSSCA1
hsa-miR-429,EGF
hsa-miR-429,PLCG1
hsa-miR-429,CDC25C
hsa-miR-429,EPHA2
hsa-miR-429,LITAF
hsa-miR-429,NOTCH1
hsa-miR-429,SLC22A3
hsa-miR-429,WNT2
hsa-miR-429,PROM1
hsa-miR-429,ACE
hsa-miR-429,AGT
hsa-miR-429,AMH
hsa-miR-429,SLC33A1
hsa-miR-429,KDR
hsa-miR-429,ME1
hsa-miR-429,TERT
hsa-miR-429,CXCR4
hsa-miR-429,MMAB
hsa-miR-429,ATM
hsa-miR-429,PDGFB
hsa-miR-429,ROS1
hsa-miR-429,SOX2
hsa-miR-429,KLF4
